frame,track_id,class_name,confidence,center_x,center_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2
1404,1,marine mammal,0.5096237659454346,-24,-3277,-96.4,-3539.4,50.3,-3012.5
1407,1,marine mammal,0.6483485102653503,-12,-3275,-82.7,-3540.2,61.2,-3007.9
1410,1,marine mammal,0.3285803496837616,-14,-3280,-91.4,-3540.0,65.4,-3018.2
1413,1,marine mammal,0.2372504621744156,-1,-3286,-74.3,-3545.2,72.6,-3026.1
1416,1,marine mammal,0.5546391606330872,12,-3291,-56.2,-3553.1,82.1,-3029.2
1419,1,marine mammal,0.6580800414085388,17,-3290,-51.0,-3550.1,86.2,-3028.6
1422,1,marine mammal,0.5392711162567139,22,-3292,-44.6,-3556.1,87.8,-3027.8
1425,1,marine mammal,0.5470709204673767,28,-3298,-42.1,-3562.9,98.4,-3031.6
1428,1,marine mammal,0.6973465085029602,33,-3304,-38.5,-3569.4,105.2,-3037.5
1431,1,marine mammal,0.7208041548728943,28,-3310,-56.3,-3572.3,113.0,-3047.1
